,label,mean,std
0,2.0,0.273712784052,-0.0555754676461
1,0.0,-0.118658125401,0.0286655630916
2,0.0,-0.0963653475046,0.0259709563106
3,1.0,-0.047236379236,0.00517090782523
4,2.0,0.246651604772,-0.0491582900286
5,2.0,0.149228081107,-0.0282805860043
6,1.0,0.032724827528,-0.00595590472221
7,0.0,-0.0710589289665,0.0118939429522
8,2.0,0.134283319116,-0.0273669809103
9,1.0,-0.107512503862,0.0224026478827
10,2.0,0.192243278027,-0.0330760106444
11,1.0,-0.0942055583,0.0227144472301
12,1.0,0.0140640065074,-0.000137433409691
13,2.0,0.245176047087,-0.0443321317434
14,1.0,-0.0222422517836,0.00408725813031
15,1.0,0.0474374033511,-0.0091003999114
16,2.0,0.234445825219,-0.0419402122498
17,2.0,0.201124057174,-0.0314869955182
18,0.0,-0.111718401313,0.0280173756182
19,1.0,-0.00785335898399,0.00685477629304
20,2.0,0.160331189632,-0.0357116535306
21,2.0,0.206445336342,-0.0395635142922
22,2.0,0.114506185055,-0.0196835398674
23,0.0,0.0130828488618,0.00115831941366
24,1.0,-0.0696446299553,0.0141249261796
25,1.0,-0.0545464642346,0.0152960941195
26,2.0,0.122884005308,-0.0168120488524
27,1.0,-0.0255375877023,0.00506158173084
28,2.0,0.228118866682,-0.0418714135885
29,2.0,0.169628188014,-0.0456080362201
30,0.0,0.0498285517097,-0.00129982829094
31,1.0,-0.392307281494,0.0947650671005
32,1.0,-0.0672556906939,0.0236541815102
33,0.0,-0.184958562255,0.0318756401539
34,1.0,-0.0196302756667,0.00715046748519
35,1.0,-0.107419505715,0.0249036159366
36,0.0,-0.0336657576263,0.00850583985448
37,0.0,-0.123326539993,0.0264963451773
38,1.0,-0.060369912535,0.0172196477652
39,1.0,-0.0465537384152,0.010316722095
40,1.0,-0.0899030864239,0.0105900801718
41,1.0,0.0111278779805,-0.00022491440177
42,1.0,-0.039491314441,0.0161146149039
43,1.0,-0.0754798203707,0.0137944184244
44,1.0,-0.0730260163546,0.0212166421115
45,1.0,0.00119127240032,-0.0032126493752
46,2.0,0.251281261444,-0.046613946557
47,0.0,-0.0522436089814,0.00952805578709
48,2.0,0.0610090829432,-0.00926039367914
49,0.0,-0.019567117095,0.00455638766289
50,2.0,0.217978104949,-0.0415827035904
51,0.0,-0.029757168144,0.00348377972841
52,2.0,0.0920439958572,-0.0104671567678
53,1.0,0.0243819467723,-0.000940307974815
54,2.0,0.233975619078,-0.0396278724074
55,1.0,-0.119172930717,0.0218861214817
56,1.0,-0.091235652566,0.0148008242249
57,1.0,-0.0738118439913,0.0208665803075
58,0.0,0.0169648528099,-0.000677514821291
59,1.0,-0.0695661008358,0.0148127675056
60,0.0,-0.00467786192894,0.00599333271384
61,0.0,-0.193048015237,0.0359027311206
62,1.0,-0.0316451452672,0.00459121540189
63,2.0,0.113966599107,-0.0171791762114
64,1.0,0.0253608301282,-0.00363665819168
65,1.0,-0.0302332192659,0.0180038437247
66,2.0,0.0337650030851,-0.00435983017087
67,0.0,-0.163012742996,0.0299444738775
68,2.0,0.290847957134,-0.0610409229994
69,2.0,0.192676529288,-0.0319249480963
70,2.0,0.133756265044,-0.0158365219831
71,1.0,0.0581281371415,-0.00963105261326
72,1.0,0.0175511687994,0.00471528619528
73,1.0,-0.0264387503266,0.00444811582565
74,1.0,-0.0867995172739,0.0189018584788
75,0.0,-0.177769765258,0.0327958501875
76,1.0,-0.0365241020918,0.0118069499731
77,2.0,0.246441707015,-0.0428784862161
78,1.0,-0.0251659452915,0.00637600943446
79,2.0,0.23471558094,-0.0378646478057
80,2.0,0.209814414382,-0.0307673588395
81,2.0,0.00761709967628,-0.0063172057271
82,2.0,0.288381010294,-0.0526840984821
83,1.0,0.0691285133362,-0.0157030001283
84,2.0,0.257173717022,-0.0496487095952
85,2.0,0.188342183828,-0.0290004238486
86,0.0,0.00572678586468,0.00147374346852
87,2.0,0.303907185793,-0.0618952736259
88,2.0,0.228357329965,-0.0373957529664
89,2.0,0.154363632202,-0.0200907811522
90,1.0,0.0164791699499,0.00476301088929
91,2.0,0.274521678686,-0.0512428805232
92,2.0,0.301083028316,-0.0615021213889
93,1.0,-0.0327607765794,0.00491471961141
94,0.0,-0.0506169460714,0.0104705020785
95,0.0,-0.0606044270098,0.0200403220952
96,2.0,0.0615231841803,-0.0042945034802
97,1.0,0.0512402765453,-0.00640619173646
