,label,mean,std,three
0,1.0,0.433765590808,-0.25104006565,0.258301818645
1,0.0,-0.559433187244,0.167197745325,-0.00441661117469
2,0.0,-0.340185874684,-0.000369413091284,0.162694593364
3,0.0,-0.617109195893,0.084329329547,0.0626126818954
4,0.0,-0.436157130521,0.25439169713,0.13426928264
5,0.0,-0.0355869297236,-0.000432278213251,0.196044557944
6,0.0,-0.0808897289313,-0.417632470645,0.166215128509
7,1.0,0.760207095445,0.16084265902,0.218614946399
8,1.0,0.191644682999,0.162620530709,0.126692925706
9,1.0,0.0204091086941,-0.0927879078734,-0.207534581812
10,1.0,0.306615648633,-0.252695022362,0.30276949803
11,0.0,-0.76909687587,0.0853635539321,0.0121250513237
12,1.0,0.317046923139,-0.0866681912019,0.267021836673
13,0.0,-0.760145901921,0.253307476248,-0.0108403080533
14,0.0,-0.597690107749,-0.417642560164,0.0537132953266
15,0.0,-0.753727008709,-0.33381655121,-0.126037826008
16,0.0,-0.544151918275,-0.249322403408,0.112337854868
17,1.0,0.561159251099,0.32108206297,-0.219143597685
18,0.0,-0.228100352674,-0.170996732756,0.00480518385872
19,1.0,0.416322688638,-0.427554388075,-0.0489050191163
20,1.0,0.244156067813,0.41530780032,0.184426425216
21,1.0,0.645888038844,-0.183303480563,-0.41833606397
22,0.0,-0.0255520525859,0.158597440635,0.0179218460435
23,0.0,-0.145243126032,0.41572358768,-0.00914788792619
24,1.0,0.0564141969946,-0.253267976747,0.0869683066519
25,0.0,-0.0193243374396,0.0806024185461,0.102623796325
26,1.0,0.241868977525,-0.256230617245,-0.000642471593721
27,1.0,0.105688107845,-0.0924244206416,-0.0619400391214
28,0.0,-0.479667596603,-0.328566997737,0.161986741768
29,1.0,0.0590969549173,-0.00784914697288,-0.274910898702
30,0.0,-0.253957808346,0.000455219067568,0.0738517958526
31,1.0,0.525972080273,0.161370534771,0.301767676297
32,0.0,-0.716380168645,0.33310695149,0.0261269598573
33,1.0,0.401461071813,-0.421417590563,0.12394557368
34,0.0,-0.370368078653,-0.168747231068,0.0268821532463
35,1.0,-0.0358407207505,0.246035707862,-0.0768656539064
36,0.0,-0.30971983763,0.165738969616,-0.0308552947717
37,1.0,0.505890421745,-0.421297516795,0.175031642126
38,0.0,-0.546134685014,0.165935366766,0.0222335569073
39,1.0,0.413734046202,-0.169376135255,0.218904969231
40,1.0,0.341880657816,-0.0912141532985,-0.211950980472
41,0.0,-0.160771352636,0.247388623,0.124888243893
42,1.0,0.358115504379,-0.338249538704,0.116609590315
43,1.0,0.56866341122,-0.0974355577214,-0.339001058957
44,1.0,0.2124069696,-5.0160409121e-07,0.262988638691
45,0.0,-0.173405744288,-0.087505835933,0.125046382404
