,label,mean,std,three
0,1.0,0.268122362196,-0.160778785581,0.072856502755
1,0.0,-0.550890083386,0.0027758738664,-0.0560378046895
2,0.0,-0.560541771578,-0.25364845043,-0.0350552228891
3,0.0,-0.35593524421,0.253838990929,-0.17755348791
4,0.0,-0.421148311859,-0.419763103927,-0.077216638705
5,1.0,0.241387112934,0.17476075408,0.167682741661
6,1.0,0.351175098563,0.421150172535,0.307814813879
7,0.0,-0.0378565943333,0.0011702688971,-0.204247263599
8,0.0,-0.785984945644,0.437532752375,0.110470387286
9,0.0,-0.202047430919,0.169291292348,-0.0977194845369
10,1.0,0.826939676316,0.0961699917087,-0.183944239309
11,0.0,-0.0274722401023,-0.245976365167,-0.125565192279
12,1.0,0.185225759144,-0.163757731891,-0.101513498539
13,0.0,-0.137201752615,0.0870470542413,-0.212330467957
14,0.0,-0.324381977712,0.251449067061,-0.101268103859
15,1.0,0.453852932632,0.341456797454,0.156479615438
16,0.0,-0.823895668061,0.437068814946,0.0496753786284
17,1.0,0.798514871789,0.176042318258,-0.269297392575
18,1.0,0.0513086058657,0.0868609906314,0.38795809114
19,0.0,-0.767812979796,-0.0600760035976,0.0733955983955
20,0.0,-0.16177810988,-0.244796930601,-0.0566195244962
21,0.0,-0.798803975982,0.022290839889,0.117640132244
22,1.0,0.849045929449,0.17895243923,0.157116825137
23,0.0,-0.727513452378,-0.170249458654,-0.0122645073618
24,1.0,0.121589240148,-0.495636091701,-0.246986102077
25,1.0,0.527941961638,0.260057265819,0.016674280709
26,0.0,-0.18709246619,0.0887588534866,-0.038742875236
27,1.0,0.628824680862,-0.157282663857,-0.0549405716745
28,1.0,0.54377189464,-0.40904106049,0.41638889554
29,1.0,0.388773166835,0.340000937382,-0.231594938347
30,0.0,-0.638922273373,-0.0854790321393,-0.066571083997
31,0.0,-0.861684039146,0.250540080535,0.0552774429697
32,0.0,-0.661690785389,-0.250399122707,-0.0205197722138
33,1.0,0.771067693116,0.0966883486583,-0.0438397941129
34,1.0,0.59379372122,-0.0749022440655,0.339446868687
35,1.0,0.197702652812,0.418374644662,0.0903377276154
36,0.0,-0.569400584251,0.0805167299703,-0.0463821330241
37,0.0,-0.613741534744,0.165099434805,-0.0421327856792
38,1.0,0.795020482662,-0.240336355888,0.0529970833664
39,1.0,0.719876832984,0.0100342105627,-0.259761471547
40,0.0,-0.996076208292,0.243429830257,0.0384670690514
41,1.0,0.351947003873,0.342129074586,0.0582095712898
42,1.0,0.250272739255,0.090607395152,-0.132337094878
43,1.0,0.370857169513,0.0895819923081,-0.0304180053946
44,0.0,-0.303421743525,-0.0790153424122,-0.132991977849
45,1.0,0.475959253037,-0.158798526149,-0.146045143793
46,1.0,0.48413838386,0.33882790119,-0.307314480839
47,0.0,-0.811964669513,0.246913442289,0.0129487075888
48,0.0,-0.528261485234,0.167528295431,-0.0425392519587
49,1.0,0.528701405272,-0.321550941702,-0.057979944519
50,0.0,-0.734757999357,-0.00386897004322,0.00353396383448
51,0.0,-0.0789958339771,-0.327746889364,-0.0942027710908
52,1.0,-0.015888021011,-0.412556862043,0.0615803718875
53,1.0,0.723403864242,-0.321677042335,-0.228951068148
54,0.0,-0.57293536494,0.161866853334,-0.0205702369479
55,1.0,0.614533109472,-0.243777223189,-0.0598771039109
56,0.0,-0.382350443453,-0.0833973623529,-0.012127723871
