,label,mean,std
0,1.0,0.340230047703,-0.335792958736
1,0.0,-0.37307882309,0.156282395124
2,0.0,-0.22903136909,0.155021056533
3,0.0,-0.317887783051,0.285589396954
4,0.0,-0.271495372057,0.184154212475
5,0.0,0.0794912427664,-0.054368801415
6,0.0,0.0344562828541,0.0237499400973
7,1.0,0.5590736866,-0.529207766056
8,1.0,0.164856165648,-0.134115457535
9,1.0,0.0110413469374,-0.100846983492
10,1.0,0.29880592227,-0.260157972574
11,0.0,-0.495030671358,0.401974141598
12,1.0,0.27038860321,-0.235198706388
13,0.0,-0.436612278223,0.326045662165
14,0.0,-0.308856189251,0.243089437485
15,0.0,-0.476663529873,0.368955045938
16,0.0,-0.330497562885,0.225155174732
17,1.0,0.421141922474,-0.393673151731
18,0.0,-0.10857963562,0.0297023504972
19,1.0,0.3421241045,-0.313475728035
20,1.0,0.265183657408,-0.221433401108
21,1.0,0.498921006918,-0.47176605463
22,0.0,0.0318203307688,-0.0247548893094
23,0.0,-0.0425005033612,0.0037906691432
24,1.0,0.0957886874676,-0.0741928890347
25,0.0,0.0529179535806,-0.0870023593307
26,1.0,0.200773775578,-0.185302704573
27,1.0,0.15505169332,-0.168308228254
28,0.0,-0.31987914443,0.230169564486
29,1.0,0.0887155681849,-0.0825824663043
30,0.0,-0.105693519115,0.0853836014867
31,1.0,0.466168671846,-0.30845323205
32,0.0,-0.393996655941,0.308846026659
33,1.0,0.309540390968,-0.272412151098
34,0.0,-0.187627747655,0.151252254844
35,1.0,0.0915731787682,-0.0449464097619
36,0.0,-0.202056020498,0.106288120151
37,1.0,0.406602621078,-0.369771063328
38,0.0,-0.285325407982,0.287538349628
39,1.0,0.402758836746,-0.255802422762
40,1.0,0.323974579573,-0.28497543931
41,0.0,-0.0677160024643,0.0464388281107
42,1.0,0.303082793951,-0.234399229288
43,1.0,0.438270479441,-0.374974966049
44,1.0,0.263734996319,-0.140201151371
45,0.0,-0.0346482768655,0.0361762829125
46,0.0,-0.240516677499,0.16740450263
47,1.0,0.723427712917,-0.522576153278
48,1.0,0.399732261896,-0.331584095955
49,0.0,-0.240145772696,0.182363927364
50,0.0,0.0577480383217,-0.0895467475057
51,1.0,0.292043119669,-0.194105774164
52,0.0,-0.0941929519176,0.0579030513763
53,0.0,-0.344955354929,0.255433171988
54,1.0,0.415300399065,-0.390229254961
55,1.0,0.302348077297,-0.210203796625
56,1.0,0.591696798801,-0.55975061655
57,1.0,0.416263878345,-0.344948738813
58,1.0,0.237061902881,-0.222832590342
59,1.0,0.395554661751,-0.338871240616
60,0.0,-0.30565905571,0.236983537674
61,0.0,-0.461338698864,0.303582698107
62,1.0,0.290330052376,-0.274540811777
63,0.0,-0.303910672665,0.233268380165
64,0.0,-0.448270887136,0.331909120083
65,0.0,-0.475783258677,0.404703348875
66,0.0,-0.268206864595,0.259001046419
67,0.0,-0.503185749054,0.388098418713
68,1.0,0.444715023041,-0.367275297642
69,0.0,-0.158575162292,0.0594567023218
70,1.0,0.539782464504,-0.452087700367
71,1.0,0.257835566998,-0.222192704678
72,0.0,-0.31340405345,0.312073379755
73,1.0,0.136835291982,-0.156896203756
74,0.0,-0.536181867123,0.493394076824
75,1.0,0.207805201411,-0.209688812494
76,1.0,0.592341899872,-0.408201485872
77,1.0,0.0628561526537,-0.0989810600877
78,1.0,0.0526477135718,-0.125768452883
79,0.0,-0.595064818859,0.446004033089
80,0.0,-0.268528729677,0.198696643114
81,0.0,-0.192503362894,0.0721943825483
82,0.0,-0.137699440122,0.0667728111148
83,0.0,-0.505047738552,0.445638388395
84,0.0,-0.436523914337,0.322096735239
85,0.0,-0.0207374673337,-0.0146680176258
86,0.0,-0.478443682194,0.327747970819
87,1.0,0.304707527161,-0.287943065166
88,0.0,-0.404351502657,0.229832112789
89,1.0,0.267337471247,-0.17500808835
90,0.0,-0.232283174992,0.216123014688
91,0.0,-0.355934768915,0.315626561642
92,1.0,0.301612734795,-0.280516624451
93,0.0,-0.470318615437,0.348342388868
94,0.0,-0.00122705288231,0.00647142529488
95,0.0,-0.2880025208,0.263914376497
96,1.0,0.24567861855,-0.238328248262
97,1.0,0.322013407946,-0.332798808813
98,1.0,0.40164104104,-0.378344595432
99,0.0,-0.437174916267,0.353512972593
100,0.0,-0.466461837292,0.382453292608
101,0.0,-0.441842734814,0.382367789745
102,0.0,-0.0759468376637,0.00413212180138
103,1.0,0.35646340251,-0.262164652348
104,1.0,0.359441250563,-0.275179505348
105,0.0,-0.0615526027977,0.0245632827282
106,0.0,-0.15954734385,0.179370850325
107,1.0,0.107627183199,-0.0862851068377
108,0.0,-0.231310799718,0.195460498333
109,1.0,0.454448133707,-0.322131723166
110,0.0,-0.107654541731,0.0670616775751
111,0.0,-0.253194272518,0.208149969578
112,1.0,0.549304664135,-0.410013824701
113,1.0,0.0441115908325,-0.0583144202828
114,1.0,0.401925683022,-0.324126988649
115,1.0,0.163315609097,-0.078381203115
116,1.0,0.215058639646,-0.17573967576
117,1.0,0.480373173952,-0.471111893654
118,0.0,-0.0971390753984,0.104884281754
119,0.0,-0.451273560524,0.31141346693
120,1.0,0.25044670701,-0.214946448803
121,1.0,0.272419065237,-0.269370943308
122,0.0,-0.215253487229,0.243360430002
123,0.0,-0.427055478096,0.341923832893
124,0.0,-0.0861343592405,0.0763041079044
125,1.0,0.203710764647,-0.199421942234
126,0.0,-0.417539745569,0.371951639652
127,0.0,-0.682694494724,0.572744429111
128,1.0,0.625994682312,-0.50766736269
129,0.0,-0.0603102818131,0.0142624787986
130,1.0,0.650127351284,-0.525985896587
131,1.0,-0.0231205709279,0.00490376353264
132,1.0,0.675779044628,-0.5681681633
133,1.0,0.513253390789,-0.496454358101
134,0.0,-0.0460084751248,0.00780972838402
135,0.0,-0.105363994837,0.14363488555
136,1.0,0.319285511971,-0.38115593791
137,1.0,0.679398357868,-0.492875337601
138,0.0,-0.3283867836,0.313536316156
139,0.0,-0.521141886711,0.367734670639
140,0.0,-0.238533899188,0.172495618463
141,0.0,-0.143198058009,0.139287441969
142,1.0,0.482597857714,-0.419957667589
143,1.0,0.475838452578,-0.392890930176
144,1.0,0.500956594944,-0.409847736359
145,1.0,0.294553905725,-0.252242833376
146,1.0,0.588731586933,-0.497548937798
147,1.0,0.469869673252,-0.440817534924
148,1.0,0.274774461985,-0.291603654623
149,0.0,-0.179310068488,0.170697793365
150,1.0,0.619920372963,-0.474114060402
151,0.0,-0.275238126516,0.150000423193
