,gamma_range,1.0,4.0,16.0,64.0,256.0,1024.0,4096.0,16384.0,65536.0,262144.0,1048576.0
0,0.0009765625,-0.102018788302,0.0737736757149,0.273999896268,0.246326439496,0.143028953548,0.188960470868,0.299849619111,0.451266433128,0.578997889313,0.336208919481,-2.51810883717
1,0.00390625,0.0737513975454,0.275680404468,0.254578223718,0.165718786805,0.291306971811,0.461194826441,0.55940342516,0.67805376024,0.746235218642,0.566385053268,-1.97990637816
2,0.015625,0.291287118013,0.293308103034,0.247912412568,0.429015276756,0.541640700711,0.693141074218,0.7740598337,0.839807351407,0.771786083275,0.086826826548,-5.27229477589
3,0.0625,0.381056776499,0.40277947242,0.532907228377,0.691202249835,0.759237404488,0.824576129404,0.806008820027,0.610544530136,0.530686818489,-0.635232305439,-11.7437995403
4,0.25,0.496241467613,0.681186776365,0.767989251199,0.815673691878,0.699829925179,0.598613951371,0.524266751855,0.151932731671,-1.05467124062,-16.5671367821,-130.088438157
5,1.0,0.694307059579,0.642583739509,0.598547782651,0.552816390954,0.415635110483,0.0484471860436,-1.00291033611,-3.51674321877,-8.96961039842,-71.4398963501,-885.720825289
6,4.0,0.57550836196,0.510091435495,0.417447095581,0.387835100106,0.18515599283,-1.92196017056,-9.57859958069,-28.5850456866,-29.8767601201,-65.4431650488,-871.104590411
7,16.0,0.572102341938,0.498159749475,-0.083091729828,-0.549281793546,-0.584089169199,-1.03650681739,-2.0422369909,-5.72836860752,-7.39627837846,-17.4069662513,-201.996758155
8,64.0,0.299421181562,0.239089990362,0.240235813005,0.209582783502,-0.552834420282,-3.44132757278,-3.81884820222,-4.03195239572,-3.45422259947,-6.70720130699,-228.358950917
9,256.0,0.178823111272,0.185687040768,0.0653548996539,-0.703639973835,-0.718172444494,-0.720001483323,-0.726460351914,-0.818125315257,-1.87111321213,-10.2245850232,-563.047087924
10,1024.0,-0.082290366382,-0.04286025411,-0.0459195235535,-0.0953990198878,-0.220311014031,-0.537626584983,-2.97349929668,-14.4218068911,-79.9009754729,-254.57304236,-262.522397568
