,gamma_range,0.0009765625,0.0045567540608442061,0.021262343752724643,0.099212565748012488,0.46293735614364534,2.1601194777846118,10.079368399158989,47.031503752819212,219.45445961038678,1024.0
0,0.0009765625,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
1,0.00455675406084,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
2,0.0212623437527,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
3,0.099212565748,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
4,0.462937356144,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
5,2.16011947778,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
6,10.0793683992,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
7,47.0315037528,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
8,219.45445961,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
9,1024.0,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136,-2064.61486136
