,0,rf,adb,bag,ext,gbt
0,1,0.708333333333,0.6875,0.75,0.791666666667,0.8125
1,11,0.75,0.729166666667,0.791666666667,0.8125,0.8125
2,21,0.791666666667,0.729166666667,0.75,0.8125,0.791666666667
3,31,0.8125,0.729166666667,0.791666666667,0.75,0.770833333333
4,41,0.770833333333,0.729166666667,0.791666666667,0.791666666667,0.75
5,51,0.770833333333,0.729166666667,0.770833333333,0.770833333333,0.770833333333
6,61,0.791666666667,0.729166666667,0.770833333333,0.770833333333,0.75
7,71,0.75,0.729166666667,0.791666666667,0.791666666667,0.729166666667
8,81,0.770833333333,0.729166666667,0.770833333333,0.770833333333,0.729166666667
9,91,0.770833333333,0.729166666667,0.770833333333,0.791666666667,0.75
10,101,0.791666666667,0.708333333333,0.791666666667,0.770833333333,0.770833333333
11,111,0.791666666667,0.729166666667,0.791666666667,0.75,0.770833333333
12,121,0.75,0.708333333333,0.791666666667,0.770833333333,0.75
13,131,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
14,141,0.770833333333,0.729166666667,0.770833333333,0.791666666667,0.770833333333
15,151,0.8125,0.729166666667,0.791666666667,0.75,0.770833333333
16,161,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
17,171,0.770833333333,0.75,0.791666666667,0.770833333333,0.770833333333
18,181,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.75
19,191,0.770833333333,0.729166666667,0.791666666667,0.75,0.770833333333
20,201,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.770833333333
21,211,0.791666666667,0.75,0.791666666667,0.770833333333,0.75
22,221,0.791666666667,0.75,0.791666666667,0.791666666667,0.770833333333
23,231,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.791666666667
24,241,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
25,251,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
26,261,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.770833333333
27,271,0.791666666667,0.729166666667,0.791666666667,0.75,0.791666666667
28,281,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
29,291,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
30,301,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.75
31,311,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
32,321,0.791666666667,0.75,0.791666666667,0.791666666667,0.770833333333
33,331,0.791666666667,0.75,0.791666666667,0.791666666667,0.791666666667
34,341,0.791666666667,0.75,0.791666666667,0.770833333333,0.791666666667
35,351,0.791666666667,0.75,0.791666666667,0.791666666667,0.770833333333
36,361,0.770833333333,0.75,0.791666666667,0.770833333333,0.791666666667
37,371,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
38,381,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
39,391,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
40,401,0.791666666667,0.770833333333,0.791666666667,0.770833333333,0.791666666667
41,411,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
42,421,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
43,431,0.791666666667,0.75,0.791666666667,0.770833333333,0.791666666667
44,441,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
45,451,0.791666666667,0.75,0.791666666667,0.791666666667,0.770833333333
46,461,0.791666666667,0.770833333333,0.791666666667,0.770833333333,0.791666666667
47,471,0.791666666667,0.75,0.791666666667,0.770833333333,0.8125
48,481,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.791666666667
49,491,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.791666666667
50,501,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.791666666667
